Incident_Id,Offense,Cluster
408252,Intimidation,Psychological Harassment
408253,Intimidation,Psychological Harassment
405841,Intimidation,Psychological Harassment
405842,Intimidation,Psychological Harassment
387485,Intimidation,Psychological Harassment
483270,Intimidation,Psychological Harassment
387486,Intimidation,Psychological Harassment
387487,Intimidation,Psychological Harassment
408246,Intimidation,Psychological Harassment
408247,Intimidation,Psychological Harassment
408399,Intimidation,Psychological Harassment
387488,Intimidation,Psychological Harassment
387490,Intimidation,Psychological Harassment
387503,Intimidation,Psychological Harassment
387504,Intimidation,Psychological Harassment
387505,Intimidation,Psychological Harassment
387506,Intimidation,Psychological Harassment
387507,Intimidation,Psychological Harassment
387508,Intimidation,Psychological Harassment
387509,Intimidation,Psychological Harassment
387510,Intimidation,Psychological Harassment
387511,Intimidation,Psychological Harassment
387512,Intimidation,Psychological Harassment
405853,Intimidation,Psychological Harassment
405855,Intimidation,Psychological Harassment
408398,Intimidation,Psychological Harassment
408400,Intimidation,Psychological Harassment
405858,Simple Assault,Assault
405861,Intimidation,Psychological Harassment
408254,Intimidation,Psychological Harassment
408401,Intimidation,Psychological Harassment
408402,Intimidation,Psychological Harassment
408403,Intimidation,Psychological Harassment
483287,Intimidation,Psychological Harassment
483288,Intimidation,Psychological Harassment
483289,Intimidation,Psychological Harassment
405857,Destruction/Damage/Vandalism of Property,Assault
387493,Intimidation,Psychological Harassment
387494,Intimidation,Psychological Harassment
387496,Intimidation,Psychological Harassment
387497,Simple Assault,Assault
387498,Intimidation,Psychological Harassment
387499,Intimidation,Psychological Harassment
405864,Intimidation,Psychological Harassment
405873,Intimidation,Psychological Harassment
405874,Intimidation,Psychological Harassment
408255,Destruction/Damage/Vandalism of Property,Assault
408256,Intimidation,Psychological Harassment
408257,Destruction/Damage/Vandalism of Property,Assault
408258,Intimidation,Psychological Harassment
408259,Destruction/Damage/Vandalism of Property,Assault
408404,Destruction/Damage/Vandalism of Property,Assault
408405,Destruction/Damage/Vandalism of Property,Assault
408406,Intimidation,Psychological Harassment
408407,Intimidation,Psychological Harassment
483298,Intimidation,Psychological Harassment
387514,Intimidation,Psychological Harassment
387513,Intimidation,Psychological Harassment
405869,Intimidation,Psychological Harassment
387515,Intimidation,Psychological Harassment
483306,Intimidation,Psychological Harassment
387603,Intimidation,Psychological Harassment
405880,Intimidation,Psychological Harassment
408260,Intimidation,Psychological Harassment
408408,Destruction/Damage/Vandalism of Property,Assault
408409,Intimidation,Psychological Harassment
387605,Intimidation,Psychological Harassment
387606,Intimidation,Psychological Harassment
387328,Aggravated Assault,Assault
405881,Intimidation,Psychological Harassment
387516,Intimidation,Psychological Harassment
405882,Intimidation,Psychological Harassment
405883,Intimidation,Psychological Harassment
405884,Intimidation,Psychological Harassment
405885,Intimidation,Psychological Harassment
405886,Destruction/Damage/Vandalism of Property,Assault
387612,Simple Assault,Assault
405889,Destruction/Damage/Vandalism of Property,Assault
408410,Intimidation,Psychological Harassment
408411,Intimidation,Psychological Harassment
387611,Intimidation,Psychological Harassment
408413,Intimidation,Psychological Harassment
405888,Intimidation,Psychological Harassment
405892,Sexual Assault With An Object,Sexual Harassment or Assault
408412,Intimidation,Psychological Harassment
408414,Intimidation,Psychological Harassment
405896,Intimidation,Psychological Harassment
387614,Intimidation,Psychological Harassment
405895,Intimidation,Psychological Harassment
387329,Intimidation,Psychological Harassment
387615,Intimidation,Psychological Harassment
405898,Intimidation,Psychological Harassment
408415,Intimidation,Psychological Harassment
408416,Intimidation,Psychological Harassment
405902,Destruction/Damage/Vandalism of Property,Assault
408417,Intimidation,Psychological Harassment
408418,Intimidation,Psychological Harassment
386705,Destruction/Damage/Vandalism of Property,Assault
387519,Intimidation,Psychological Harassment
408261,Intimidation,Psychological Harassment
408419,Intimidation,Psychological Harassment
408420,Intimidation,Psychological Harassment
483350,Intimidation,Psychological Harassment
387520,Simple Assault,Assault
387521,Intimidation,Psychological Harassment
408421,Intimidation,Psychological Harassment
408422,Intimidation,Psychological Harassment
408423,Destruction/Damage/Vandalism of Property,Assault
408424,Intimidation,Psychological Harassment
408425,Destruction/Damage/Vandalism of Property,Assault
408426,Destruction/Damage/Vandalism of Property,Assault
408262,Destruction/Damage/Vandalism of Property,Assault
408264,Destruction/Damage/Vandalism of Property,Assault
482031,Destruction/Damage/Vandalism of Property,Assault
482032,Destruction/Damage/Vandalism of Property,Assault
482033,Destruction/Damage/Vandalism of Property,Assault
387618,Simple Assault,Assault
416625,Intimidation,Psychological Harassment
292056,Aggravated Assault,Assault
494489,Simple Assault,Assault
494490,Aggravated Assault,Assault
494491,Simple Assault,Assault
494492,Theft From Motor Vehicle,Burgarly or Robbery
494495,Aggravated Assault,Assault
494496,Burglary/Breaking & Entering,Burgarly or Robbery
494496,Motor Vehicle Theft,Burgarly or Robbery
494498,Aggravated Assault,Assault
494499,Theft From Motor Vehicle,Burgarly or Robbery
494500,Simple Assault,Assault
494503,Simple Assault,Assault
494504,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
494505,Burglary/Breaking & Entering,Burgarly or Robbery
494505,Theft From Motor Vehicle,Burgarly or Robbery
494506,Robbery,Burgarly or Robbery
494507,Motor Vehicle Theft,Burgarly or Robbery
494508,Destruction/Damage/Vandalism of Property,Assault
494509,Burglary/Breaking & Entering,Burgarly or Robbery
494509,Drug Equipment Violations,Drug/Weapon Law Violations
494510,Rape,Sexual Harassment or Assault
494511,Simple Assault,Assault
494512,Intimidation,Psychological Harassment
494513,Simple Assault,Assault
494514,Motor Vehicle Theft,Burgarly or Robbery
494514,Stolen Property Offenses,Burgarly or Robbery
494515,Bribery,"Illegal Activities, Fraud and Identity Theft"
494516,Simple Assault,Assault
494517,Burglary/Breaking & Entering,Burgarly or Robbery
494518,Aggravated Assault,Assault
494519,Destruction/Damage/Vandalism of Property,Assault
494521,Simple Assault,Assault
494522,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
494523,Burglary/Breaking & Entering,Burgarly or Robbery
494524,Simple Assault,Assault
494525,Destruction/Damage/Vandalism of Property,Assault
494526,Destruction/Damage/Vandalism of Property,Assault
494527,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
494528,Stolen Property Offenses,Burgarly or Robbery
494529,Intimidation,Psychological Harassment
494531,Intimidation,Psychological Harassment
494532,Simple Assault,Assault
494533,Aggravated Assault,Assault
494533,Destruction/Damage/Vandalism of Property,Assault
494534,Destruction/Damage/Vandalism of Property,Assault
494534,Simple Assault,Assault
494535,Simple Assault,Assault
494536,Simple Assault,Assault
494537,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
494538,Theft From Building,Burgarly or Robbery
494540,Destruction/Damage/Vandalism of Property,Assault
494541,Simple Assault,Assault
494542,Simple Assault,Assault
494543,Burglary/Breaking & Entering,Burgarly or Robbery
494547,Destruction/Damage/Vandalism of Property,Assault
494547,Intimidation,Psychological Harassment
494548,Motor Vehicle Theft,Burgarly or Robbery
194956,Aggravated Assault,Assault
410203,Intimidation,Psychological Harassment
333905,Destruction/Damage/Vandalism of Property,Assault
333907,Simple Assault,Assault
333909,Aggravated Assault,Assault
333909,Simple Assault,Assault
362165,Intimidation,Psychological Harassment
362166,Simple Assault,Assault
362168,Aggravated Assault,Assault
362169,Destruction/Damage/Vandalism of Property,Assault
362171,Aggravated Assault,Assault
362172,Aggravated Assault,Assault
362173,Simple Assault,Assault
362174,Simple Assault,Assault
362175,Intimidation,Psychological Harassment
385240,Simple Assault,Assault
385241,Destruction/Damage/Vandalism of Property,Assault
463804,Aggravated Assault,Assault
463805,Aggravated Assault,Assault
280438,Simple Assault,Assault
318320,Aggravated Assault,Assault
333903,Aggravated Assault,Assault
279253,Intimidation,Psychological Harassment
280439,Simple Assault,Assault
318319,Destruction/Damage/Vandalism of Property,Assault
391099,Simple Assault,Assault
391100,Destruction/Damage/Vandalism of Property,Assault
291013,Destruction/Damage/Vandalism of Property,Assault
291014,Aggravated Assault,Assault
318321,Destruction/Damage/Vandalism of Property,Assault
318323,Destruction/Damage/Vandalism of Property,Assault
333809,Destruction/Damage/Vandalism of Property,Assault
333810,Destruction/Damage/Vandalism of Property,Assault
279248,Destruction/Damage/Vandalism of Property,Assault
318322,Destruction/Damage/Vandalism of Property,Assault
393403,Intimidation,Psychological Harassment
279254,Destruction/Damage/Vandalism of Property,Assault
279255,Simple Assault,Assault
291056,Simple Assault,Assault
291057,Simple Assault,Assault
291058,Simple Assault,Assault
291059,Simple Assault,Assault
291060,Simple Assault,Assault
291061,Simple Assault,Assault
291062,Simple Assault,Assault
385559,Destruction/Damage/Vandalism of Property,Assault
385718,Aggravated Assault,Assault
385719,Destruction/Damage/Vandalism of Property,Assault
291063,Simple Assault,Assault
291064,Simple Assault,Assault
385720,Simple Assault,Assault
291065,Destruction/Damage/Vandalism of Property,Assault
385721,Destruction/Damage/Vandalism of Property,Assault
385722,Aggravated Assault,Assault
385723,Simple Assault,Assault
291066,Not Specified,Other
385724,Destruction/Damage/Vandalism of Property,Assault
385725,Not Specified,Other
291067,Destruction/Damage/Vandalism of Property,Assault
291068,Simple Assault,Assault
291069,Simple Assault,Assault
291070,Simple Assault,Assault
385726,Simple Assault,Assault
385727,Destruction/Damage/Vandalism of Property,Assault
291071,Destruction/Damage/Vandalism of Property,Assault
291072,Destruction/Damage/Vandalism of Property,Assault
291073,Simple Assault,Assault
291074,Simple Assault,Assault
385728,Simple Assault,Assault
385729,Simple Assault,Assault
291075,Aggravated Assault,Assault
291076,Destruction/Damage/Vandalism of Property,Assault
291077,Simple Assault,Assault
291078,Destruction/Damage/Vandalism of Property,Assault
385560,Simple Assault,Assault
291079,Simple Assault,Assault
291080,Destruction/Damage/Vandalism of Property,Assault
291081,Destruction/Damage/Vandalism of Property,Assault
291082,Destruction/Damage/Vandalism of Property,Assault
291083,Simple Assault,Assault
291084,Destruction/Damage/Vandalism of Property,Assault
291085,Simple Assault,Assault
291086,Simple Assault,Assault
291087,Destruction/Damage/Vandalism of Property,Assault
385730,Destruction/Damage/Vandalism of Property,Assault
385731,Destruction/Damage/Vandalism of Property,Assault
385732,Destruction/Damage/Vandalism of Property,Assault
385733,Destruction/Damage/Vandalism of Property,Assault
385734,Destruction/Damage/Vandalism of Property,Assault
385735,Destruction/Damage/Vandalism of Property,Assault
385736,Destruction/Damage/Vandalism of Property,Assault
385737,Destruction/Damage/Vandalism of Property,Assault
385738,Aggravated Assault,Assault
385739,Simple Assault,Assault
385740,Simple Assault,Assault
291106,Destruction/Damage/Vandalism of Property,Assault
291107,Destruction/Damage/Vandalism of Property,Assault
291108,Destruction/Damage/Vandalism of Property,Assault
291110,Destruction/Damage/Vandalism of Property,Assault
291111,Simple Assault,Assault
291112,Destruction/Damage/Vandalism of Property,Assault
291113,Simple Assault,Assault
291114,Destruction/Damage/Vandalism of Property,Assault
291115,Destruction/Damage/Vandalism of Property,Assault
291116,Destruction/Damage/Vandalism of Property,Assault
291117,Destruction/Damage/Vandalism of Property,Assault
291118,Destruction/Damage/Vandalism of Property,Assault
291120,Destruction/Damage/Vandalism of Property,Assault
291121,Destruction/Damage/Vandalism of Property,Assault
291122,Destruction/Damage/Vandalism of Property,Assault
291123,Destruction/Damage/Vandalism of Property,Assault
291124,Destruction/Damage/Vandalism of Property,Assault
291125,Destruction/Damage/Vandalism of Property,Assault
291126,Destruction/Damage/Vandalism of Property,Assault
291127,Destruction/Damage/Vandalism of Property,Assault
291129,Destruction/Damage/Vandalism of Property,Assault
291130,Simple Assault,Assault
291131,Aggravated Assault,Assault
291132,Destruction/Damage/Vandalism of Property,Assault
291133,Simple Assault,Assault
291134,Destruction/Damage/Vandalism of Property,Assault
291135,Destruction/Damage/Vandalism of Property,Assault
291136,Simple Assault,Assault
291137,Simple Assault,Assault
291138,Destruction/Damage/Vandalism of Property,Assault
291139,Destruction/Damage/Vandalism of Property,Assault
291141,Simple Assault,Assault
291142,Destruction/Damage/Vandalism of Property,Assault
291144,Destruction/Damage/Vandalism of Property,Assault
291145,Destruction/Damage/Vandalism of Property,Assault
291146,Destruction/Damage/Vandalism of Property,Assault
291147,Robbery,Burgarly or Robbery
291149,Destruction/Damage/Vandalism of Property,Assault
291150,Robbery,Burgarly or Robbery
291151,Destruction/Damage/Vandalism of Property,Assault
291152,Simple Assault,Assault
291153,Destruction/Damage/Vandalism of Property,Assault
291154,Destruction/Damage/Vandalism of Property,Assault
291155,Aggravated Assault,Assault
291156,Destruction/Damage/Vandalism of Property,Assault
291157,Simple Assault,Assault
291159,Robbery,Burgarly or Robbery
291160,Robbery,Burgarly or Robbery
291161,Destruction/Damage/Vandalism of Property,Assault
291162,Robbery,Burgarly or Robbery
291163,Destruction/Damage/Vandalism of Property,Assault
291164,Destruction/Damage/Vandalism of Property,Assault
291165,Aggravated Assault,Assault
291166,Destruction/Damage/Vandalism of Property,Assault
291167,Destruction/Damage/Vandalism of Property,Assault
291168,Destruction/Damage/Vandalism of Property,Assault
291169,Destruction/Damage/Vandalism of Property,Assault
291171,Destruction/Damage/Vandalism of Property,Assault
291172,Destruction/Damage/Vandalism of Property,Assault
291174,Simple Assault,Assault
291175,Destruction/Damage/Vandalism of Property,Assault
291176,Destruction/Damage/Vandalism of Property,Assault
291177,Simple Assault,Assault
291178,Simple Assault,Assault
291180,Simple Assault,Assault
291181,Arson,Assault
291182,Simple Assault,Assault
291183,Destruction/Damage/Vandalism of Property,Assault
291184,Destruction/Damage/Vandalism of Property,Assault
291185,Simple Assault,Assault
291186,Destruction/Damage/Vandalism of Property,Assault
291187,Destruction/Damage/Vandalism of Property,Assault
291188,Destruction/Damage/Vandalism of Property,Assault
291189,Aggravated Assault,Assault
291190,Aggravated Assault,Assault
291191,Simple Assault,Assault
291193,Simple Assault,Assault
291195,Destruction/Damage/Vandalism of Property,Assault
291197,Aggravated Assault,Assault
291198,Destruction/Damage/Vandalism of Property,Assault
291199,Simple Assault,Assault
291200,Destruction/Damage/Vandalism of Property,Assault
291201,Simple Assault,Assault
291202,Destruction/Damage/Vandalism of Property,Assault
291203,Simple Assault,Assault
291204,Robbery,Burgarly or Robbery
291205,Aggravated Assault,Assault
291206,Robbery,Burgarly or Robbery
291207,Destruction/Damage/Vandalism of Property,Assault
291208,Aggravated Assault,Assault
291209,Simple Assault,Assault
291211,Destruction/Damage/Vandalism of Property,Assault
291212,Simple Assault,Assault
291213,Destruction/Damage/Vandalism of Property,Assault
291214,Not Specified,Other
291216,Destruction/Damage/Vandalism of Property,Assault
291217,Destruction/Damage/Vandalism of Property,Assault
291218,Destruction/Damage/Vandalism of Property,Assault
291220,Destruction/Damage/Vandalism of Property,Assault
291221,Not Specified,Other
291222,Simple Assault,Assault
291223,Destruction/Damage/Vandalism of Property,Assault
291224,Simple Assault,Assault
291225,Destruction/Damage/Vandalism of Property,Assault
291226,Simple Assault,Assault
291227,Aggravated Assault,Assault
291230,Simple Assault,Assault
291231,Aggravated Assault,Assault
291232,Destruction/Damage/Vandalism of Property,Assault
291233,Simple Assault,Assault
291234,Destruction/Damage/Vandalism of Property,Assault
291235,Simple Assault,Assault
291236,Destruction/Damage/Vandalism of Property,Assault
291237,Destruction/Damage/Vandalism of Property,Assault
291239,Destruction/Damage/Vandalism of Property,Assault
291240,Destruction/Damage/Vandalism of Property,Assault
291241,Simple Assault,Assault
291242,Destruction/Damage/Vandalism of Property,Assault
291243,Simple Assault,Assault
291244,Simple Assault,Assault
291245,Destruction/Damage/Vandalism of Property,Assault
291246,Aggravated Assault,Assault
291247,Simple Assault,Assault
291248,Simple Assault,Assault
291249,Destruction/Damage/Vandalism of Property,Assault
291250,Destruction/Damage/Vandalism of Property,Assault
291251,Robbery,Burgarly or Robbery
291252,Destruction/Damage/Vandalism of Property,Assault
291253,Aggravated Assault,Assault
291254,Destruction/Damage/Vandalism of Property,Assault
291255,Destruction/Damage/Vandalism of Property,Assault
291256,Destruction/Damage/Vandalism of Property,Assault
291257,Robbery,Burgarly or Robbery
291259,Destruction/Damage/Vandalism of Property,Assault
291260,Destruction/Damage/Vandalism of Property,Assault
291261,Destruction/Damage/Vandalism of Property,Assault
291263,Simple Assault,Assault
291264,Simple Assault,Assault
291265,Destruction/Damage/Vandalism of Property,Assault
385561,Destruction/Damage/Vandalism of Property,Assault
385562,Destruction/Damage/Vandalism of Property,Assault
385563,Destruction/Damage/Vandalism of Property,Assault
385564,Destruction/Damage/Vandalism of Property,Assault
385565,Destruction/Damage/Vandalism of Property,Assault
385566,Destruction/Damage/Vandalism of Property,Assault
385567,Destruction/Damage/Vandalism of Property,Assault
385568,Destruction/Damage/Vandalism of Property,Assault
385569,Destruction/Damage/Vandalism of Property,Assault
385570,Simple Assault,Assault
385571,Aggravated Assault,Assault
385572,Destruction/Damage/Vandalism of Property,Assault
385573,Simple Assault,Assault
385574,Destruction/Damage/Vandalism of Property,Assault
385575,Destruction/Damage/Vandalism of Property,Assault
385576,Destruction/Damage/Vandalism of Property,Assault
385577,Destruction/Damage/Vandalism of Property,Assault
385578,Destruction/Damage/Vandalism of Property,Assault
385579,Robbery,Burgarly or Robbery
385580,Simple Assault,Assault
385581,Simple Assault,Assault
385582,Simple Assault,Assault
385583,Simple Assault,Assault
385584,Simple Assault,Assault
385585,Destruction/Damage/Vandalism of Property,Assault
385586,Destruction/Damage/Vandalism of Property,Assault
385587,Destruction/Damage/Vandalism of Property,Assault
385588,Destruction/Damage/Vandalism of Property,Assault
385589,Destruction/Damage/Vandalism of Property,Assault
385590,Simple Assault,Assault
385591,Destruction/Damage/Vandalism of Property,Assault
385592,Destruction/Damage/Vandalism of Property,Assault
385593,Destruction/Damage/Vandalism of Property,Assault
385594,Destruction/Damage/Vandalism of Property,Assault
385595,Destruction/Damage/Vandalism of Property,Assault
385750,Simple Assault,Assault
385751,Simple Assault,Assault
385752,Simple Assault,Assault
385753,Destruction/Damage/Vandalism of Property,Assault
385754,Destruction/Damage/Vandalism of Property,Assault
385755,Simple Assault,Assault
385756,Destruction/Damage/Vandalism of Property,Assault
385757,Simple Assault,Assault
385758,Destruction/Damage/Vandalism of Property,Assault
385759,Destruction/Damage/Vandalism of Property,Assault
385760,Destruction/Damage/Vandalism of Property,Assault
385761,Simple Assault,Assault
385762,Destruction/Damage/Vandalism of Property,Assault
385763,Destruction/Damage/Vandalism of Property,Assault
385764,Destruction/Damage/Vandalism of Property,Assault
385765,Destruction/Damage/Vandalism of Property,Assault
385766,Simple Assault,Assault
385767,Simple Assault,Assault
385768,Destruction/Damage/Vandalism of Property,Assault
385769,Simple Assault,Assault
385770,Destruction/Damage/Vandalism of Property,Assault
385771,Simple Assault,Assault
385772,Simple Assault,Assault
385773,Simple Assault,Assault
385774,Destruction/Damage/Vandalism of Property,Assault
385775,Simple Assault,Assault
385776,Destruction/Damage/Vandalism of Property,Assault
385777,Destruction/Damage/Vandalism of Property,Assault
385778,Destruction/Damage/Vandalism of Property,Assault
385779,Destruction/Damage/Vandalism of Property,Assault
385780,Simple Assault,Assault
385781,Aggravated Assault,Assault
385782,Aggravated Assault,Assault
385783,Destruction/Damage/Vandalism of Property,Assault
385784,Simple Assault,Assault
385785,Simple Assault,Assault
385786,Destruction/Damage/Vandalism of Property,Assault
385787,Simple Assault,Assault
385788,Destruction/Damage/Vandalism of Property,Assault
385789,Destruction/Damage/Vandalism of Property,Assault
385790,Destruction/Damage/Vandalism of Property,Assault
385791,Destruction/Damage/Vandalism of Property,Assault
385792,Destruction/Damage/Vandalism of Property,Assault
385793,Simple Assault,Assault
385794,Destruction/Damage/Vandalism of Property,Assault
385795,Aggravated Assault,Assault
385796,Simple Assault,Assault
385797,Destruction/Damage/Vandalism of Property,Assault
385798,Destruction/Damage/Vandalism of Property,Assault
385799,Robbery,Burgarly or Robbery
385800,Destruction/Damage/Vandalism of Property,Assault
385801,Destruction/Damage/Vandalism of Property,Assault
385802,Destruction/Damage/Vandalism of Property,Assault
385803,Destruction/Damage/Vandalism of Property,Assault
385804,Simple Assault,Assault
385805,Simple Assault,Assault
385806,Destruction/Damage/Vandalism of Property,Assault
385807,Simple Assault,Assault
385808,Destruction/Damage/Vandalism of Property,Assault
385809,Simple Assault,Assault
385810,Simple Assault,Assault
385811,Destruction/Damage/Vandalism of Property,Assault
385812,Simple Assault,Assault
385813,Aggravated Assault,Assault
385814,Destruction/Damage/Vandalism of Property,Assault
385815,Simple Assault,Assault
385816,Destruction/Damage/Vandalism of Property,Assault
385817,Simple Assault,Assault
385818,Destruction/Damage/Vandalism of Property,Assault
385819,Aggravated Assault,Assault
385820,Simple Assault,Assault
385821,Destruction/Damage/Vandalism of Property,Assault
385822,Destruction/Damage/Vandalism of Property,Assault
385823,Simple Assault,Assault
385824,Aggravated Assault,Assault
385825,Destruction/Damage/Vandalism of Property,Assault
385826,Simple Assault,Assault
385827,Destruction/Damage/Vandalism of Property,Assault
385828,Destruction/Damage/Vandalism of Property,Assault
385829,Simple Assault,Assault
385830,Destruction/Damage/Vandalism of Property,Assault
385831,Simple Assault,Assault
385832,Aggravated Assault,Assault
385833,Destruction/Damage/Vandalism of Property,Assault
385834,Simple Assault,Assault
385835,Destruction/Damage/Vandalism of Property,Assault
385836,Simple Assault,Assault
385837,Destruction/Damage/Vandalism of Property,Assault
385838,Destruction/Damage/Vandalism of Property,Assault
385839,Destruction/Damage/Vandalism of Property,Assault
385840,Destruction/Damage/Vandalism of Property,Assault
385841,Simple Assault,Assault
385842,Robbery,Burgarly or Robbery
385843,Destruction/Damage/Vandalism of Property,Assault
385844,Destruction/Damage/Vandalism of Property,Assault
385845,Simple Assault,Assault
385846,Destruction/Damage/Vandalism of Property,Assault
385847,Simple Assault,Assault
385848,Destruction/Damage/Vandalism of Property,Assault
385849,Simple Assault,Assault
385850,Destruction/Damage/Vandalism of Property,Assault
385851,Destruction/Damage/Vandalism of Property,Assault
385852,Destruction/Damage/Vandalism of Property,Assault
385853,Robbery,Burgarly or Robbery
385854,Simple Assault,Assault
385855,Aggravated Assault,Assault
385856,Destruction/Damage/Vandalism of Property,Assault
385857,Destruction/Damage/Vandalism of Property,Assault
385858,Simple Assault,Assault
385859,Destruction/Damage/Vandalism of Property,Assault
385860,Destruction/Damage/Vandalism of Property,Assault
385861,Destruction/Damage/Vandalism of Property,Assault
385862,Aggravated Assault,Assault
385863,Destruction/Damage/Vandalism of Property,Assault
385864,Robbery,Burgarly or Robbery
385865,Destruction/Damage/Vandalism of Property,Assault
385866,Destruction/Damage/Vandalism of Property,Assault
385867,Destruction/Damage/Vandalism of Property,Assault
385868,Destruction/Damage/Vandalism of Property,Assault
385869,Destruction/Damage/Vandalism of Property,Assault
385870,Simple Assault,Assault
385871,Destruction/Damage/Vandalism of Property,Assault
385872,Aggravated Assault,Assault
385873,Destruction/Damage/Vandalism of Property,Assault
385874,Destruction/Damage/Vandalism of Property,Assault
385875,Destruction/Damage/Vandalism of Property,Assault
385876,Destruction/Damage/Vandalism of Property,Assault
385877,Destruction/Damage/Vandalism of Property,Assault
385878,Simple Assault,Assault
385879,Destruction/Damage/Vandalism of Property,Assault
385880,Destruction/Damage/Vandalism of Property,Assault
385881,Destruction/Damage/Vandalism of Property,Assault
385882,Destruction/Damage/Vandalism of Property,Assault
385883,Aggravated Assault,Assault
385884,Aggravated Assault,Assault
385885,Simple Assault,Assault
385886,Destruction/Damage/Vandalism of Property,Assault
385887,Destruction/Damage/Vandalism of Property,Assault
385888,Aggravated Assault,Assault
385889,Destruction/Damage/Vandalism of Property,Assault
385890,Destruction/Damage/Vandalism of Property,Assault
385891,Destruction/Damage/Vandalism of Property,Assault
385892,Simple Assault,Assault
385893,Robbery,Burgarly or Robbery
385894,Destruction/Damage/Vandalism of Property,Assault
385895,Arson,Assault
385896,Simple Assault,Assault
385897,Arson,Assault
385898,Aggravated Assault,Assault
385899,Simple Assault,Assault
385900,Destruction/Damage/Vandalism of Property,Assault
385901,Destruction/Damage/Vandalism of Property,Assault
385902,Destruction/Damage/Vandalism of Property,Assault
385903,Destruction/Damage/Vandalism of Property,Assault
385904,Destruction/Damage/Vandalism of Property,Assault
385905,Destruction/Damage/Vandalism of Property,Assault
385906,Simple Assault,Assault
385907,Aggravated Assault,Assault
385908,Destruction/Damage/Vandalism of Property,Assault
385909,Aggravated Assault,Assault
385910,Aggravated Assault,Assault
385911,Destruction/Damage/Vandalism of Property,Assault
385912,Arson,Assault
385913,Destruction/Damage/Vandalism of Property,Assault
385914,Simple Assault,Assault
385915,Destruction/Damage/Vandalism of Property,Assault
385916,Aggravated Assault,Assault
385917,Destruction/Damage/Vandalism of Property,Assault
385918,Destruction/Damage/Vandalism of Property,Assault
385919,Simple Assault,Assault
385920,Destruction/Damage/Vandalism of Property,Assault
385921,Robbery,Burgarly or Robbery
385922,Destruction/Damage/Vandalism of Property,Assault
385923,Aggravated Assault,Assault
385924,Destruction/Damage/Vandalism of Property,Assault
385925,Simple Assault,Assault
385926,Simple Assault,Assault
291088,Destruction/Damage/Vandalism of Property,Assault
291089,Simple Assault,Assault
291090,Destruction/Damage/Vandalism of Property,Assault
291091,Destruction/Damage/Vandalism of Property,Assault
291092,Destruction/Damage/Vandalism of Property,Assault
291093,Destruction/Damage/Vandalism of Property,Assault
291094,Destruction/Damage/Vandalism of Property,Assault
291095,Destruction/Damage/Vandalism of Property,Assault
291096,Simple Assault,Assault
291097,Destruction/Damage/Vandalism of Property,Assault
291098,Destruction/Damage/Vandalism of Property,Assault
291099,Destruction/Damage/Vandalism of Property,Assault
291100,Destruction/Damage/Vandalism of Property,Assault
291101,Destruction/Damage/Vandalism of Property,Assault
291102,Simple Assault,Assault
291103,Destruction/Damage/Vandalism of Property,Assault
291104,Destruction/Damage/Vandalism of Property,Assault
385741,Destruction/Damage/Vandalism of Property,Assault
385742,Destruction/Damage/Vandalism of Property,Assault
385743,Destruction/Damage/Vandalism of Property,Assault
385744,Destruction/Damage/Vandalism of Property,Assault
385745,Destruction/Damage/Vandalism of Property,Assault
385746,Destruction/Damage/Vandalism of Property,Assault
385747,Destruction/Damage/Vandalism of Property,Assault
385748,Destruction/Damage/Vandalism of Property,Assault
385749,Destruction/Damage/Vandalism of Property,Assault
291105,Destruction/Damage/Vandalism of Property,Assault
291173,Simple Assault,Assault
291266,Simple Assault,Assault
385927,Simple Assault,Assault
291267,Simple Assault,Assault
291268,Simple Assault,Assault
291269,Destruction/Damage/Vandalism of Property,Assault
385596,Destruction/Damage/Vandalism of Property,Assault
291270,Aggravated Assault,Assault
291271,Destruction/Damage/Vandalism of Property,Assault
291272,Destruction/Damage/Vandalism of Property,Assault
291273,Not Specified,Other
291274,Destruction/Damage/Vandalism of Property,Assault
291275,Destruction/Damage/Vandalism of Property,Assault
291276,Simple Assault,Assault
291277,Simple Assault,Assault
291278,Simple Assault,Assault
291279,Not Specified,Other
291280,Simple Assault,Assault
291281,Destruction/Damage/Vandalism of Property,Assault
291282,Destruction/Damage/Vandalism of Property,Assault
291283,Simple Assault,Assault
385928,Not Specified,Other
385929,Not Specified,Other
385930,Not Specified,Other
385931,Not Specified,Other
385932,Destruction/Damage/Vandalism of Property,Assault
385933,Destruction/Damage/Vandalism of Property,Assault
385934,Simple Assault,Assault
385935,Not Specified,Other
385936,Simple Assault,Assault
291284,Destruction/Damage/Vandalism of Property,Assault
385937,Destruction/Damage/Vandalism of Property,Assault
291285,Intimidation,Psychological Harassment
385938,Burglary/Breaking & Entering,Burgarly or Robbery
291286,Simple Assault,Assault
385597,Aggravated Assault,Assault
291287,Simple Assault,Assault
291288,Simple Assault,Assault
291289,Simple Assault,Assault
385939,Simple Assault,Assault
291290,Destruction/Damage/Vandalism of Property,Assault
291291,Destruction/Damage/Vandalism of Property,Assault
291292,Destruction/Damage/Vandalism of Property,Assault
