Incident_Id,Offense,Cluster
157027,Destruction/Damage/Vandalism of Property,Assault
161104,Intimidation,Psychological Harassment
157028,Destruction/Damage/Vandalism of Property,Assault
157029,Destruction/Damage/Vandalism of Property,Assault
161105,Destruction/Damage/Vandalism of Property,Assault
161106,Destruction/Damage/Vandalism of Property,Assault
161107,Destruction/Damage/Vandalism of Property,Assault
157030,Destruction/Damage/Vandalism of Property,Assault
157031,Simple Assault,Assault
157032,Intimidation,Psychological Harassment
157033,Destruction/Damage/Vandalism of Property,Assault
157034,Destruction/Damage/Vandalism of Property,Assault
157035,Intimidation,Psychological Harassment
161108,Intimidation,Psychological Harassment
161109,Intimidation,Psychological Harassment
161110,Simple Assault,Assault
161111,Aggravated Assault,Assault
161112,Simple Assault,Assault
161113,Simple Assault,Assault
161114,Intimidation,Psychological Harassment
161115,Intimidation,Psychological Harassment
161116,Intimidation,Psychological Harassment
157036,Intimidation,Psychological Harassment
157037,Destruction/Damage/Vandalism of Property,Assault
161117,Destruction/Damage/Vandalism of Property,Assault
161118,Destruction/Damage/Vandalism of Property,Assault
157038,Simple Assault,Assault
161119,Destruction/Damage/Vandalism of Property,Assault
161120,Intimidation,Psychological Harassment
157039,Intimidation,Psychological Harassment
157040,Simple Assault,Assault
157041,Simple Assault,Assault
157042,Robbery,Burgarly or Robbery
157043,Destruction/Damage/Vandalism of Property,Assault
161121,Aggravated Assault,Assault
161122,Aggravated Assault,Assault
161123,Destruction/Damage/Vandalism of Property,Assault
157044,Aggravated Assault,Assault
157045,Intimidation,Psychological Harassment
157046,Destruction/Damage/Vandalism of Property,Assault
157047,Intimidation,Psychological Harassment
157048,Intimidation,Psychological Harassment
157049,Intimidation,Psychological Harassment
157050,Destruction/Damage/Vandalism of Property,Assault
157050,Intimidation,Psychological Harassment
157051,Destruction/Damage/Vandalism of Property,Assault
161124,Aggravated Assault,Assault
161125,Aggravated Assault,Assault
161126,Destruction/Damage/Vandalism of Property,Assault
157052,Destruction/Damage/Vandalism of Property,Assault
157053,Simple Assault,Assault
161127,Destruction/Damage/Vandalism of Property,Assault
161128,Intimidation,Psychological Harassment
157054,Destruction/Damage/Vandalism of Property,Assault
157055,Intimidation,Psychological Harassment
157056,Destruction/Damage/Vandalism of Property,Assault
157057,Destruction/Damage/Vandalism of Property,Assault
157058,Simple Assault,Assault
157059,Destruction/Damage/Vandalism of Property,Assault
161129,Aggravated Assault,Assault
161130,Destruction/Damage/Vandalism of Property,Assault
161131,Destruction/Damage/Vandalism of Property,Assault
161131,Intimidation,Psychological Harassment
161132,Destruction/Damage/Vandalism of Property,Assault
161133,Simple Assault,Assault
161134,Destruction/Damage/Vandalism of Property,Assault
161135,Destruction/Damage/Vandalism of Property,Assault
161136,Destruction/Damage/Vandalism of Property,Assault
161137,Aggravated Assault,Assault
157060,Destruction/Damage/Vandalism of Property,Assault
161138,Aggravated Assault,Assault
161139,Intimidation,Psychological Harassment
157061,Simple Assault,Assault
157062,Intimidation,Psychological Harassment
161140,Destruction/Damage/Vandalism of Property,Assault
161141,Intimidation,Psychological Harassment
161142,Destruction/Damage/Vandalism of Property,Assault
157063,Destruction/Damage/Vandalism of Property,Assault
161143,Simple Assault,Assault
157064,Aggravated Assault,Assault
161144,Aggravated Assault,Assault
157065,Aggravated Assault,Assault
157066,Simple Assault,Assault
161145,Destruction/Damage/Vandalism of Property,Assault
161146,Simple Assault,Assault
161147,Simple Assault,Assault
157067,Destruction/Damage/Vandalism of Property,Assault
157067,Simple Assault,Assault
161148,Arson,Assault
161149,Simple Assault,Assault
157068,Aggravated Assault,Assault
157069,Intimidation,Psychological Harassment
161150,Destruction/Damage/Vandalism of Property,Assault
161151,Simple Assault,Assault
161152,Intimidation,Psychological Harassment
157070,Simple Assault,Assault
157071,Aggravated Assault,Assault
161153,Intimidation,Psychological Harassment
161154,Aggravated Assault,Assault
157072,Intimidation,Psychological Harassment
157073,Destruction/Damage/Vandalism of Property,Assault
161155,Intimidation,Psychological Harassment
161156,Destruction/Damage/Vandalism of Property,Assault
157074,Simple Assault,Assault
161157,Simple Assault,Assault
161158,Intimidation,Psychological Harassment
161159,Destruction/Damage/Vandalism of Property,Assault
157075,Intimidation,Psychological Harassment
157076,Intimidation,Psychological Harassment
161160,Destruction/Damage/Vandalism of Property,Assault
161161,Intimidation,Psychological Harassment
157077,Intimidation,Psychological Harassment
161162,Aggravated Assault,Assault
161163,Intimidation,Psychological Harassment
157078,Simple Assault,Assault
161164,Destruction/Damage/Vandalism of Property,Assault
161165,Destruction/Damage/Vandalism of Property,Assault
157079,Aggravated Assault,Assault
157080,Intimidation,Psychological Harassment
161166,Simple Assault,Assault
161167,Simple Assault,Assault
161168,Destruction/Damage/Vandalism of Property,Assault
157081,Simple Assault,Assault
161169,Simple Assault,Assault
157082,Intimidation,Psychological Harassment
157129,Intimidation,Psychological Harassment
157130,Simple Assault,Assault
157131,Destruction/Damage/Vandalism of Property,Assault
157121,Simple Assault,Assault
157132,Intimidation,Psychological Harassment
157133,Destruction/Damage/Vandalism of Property,Assault
157133,Intimidation,Psychological Harassment
157134,Intimidation,Psychological Harassment
157122,Destruction/Damage/Vandalism of Property,Assault
157123,Destruction/Damage/Vandalism of Property,Assault
157124,Robbery,Burgarly or Robbery
157125,Intimidation,Psychological Harassment
157135,Aggravated Assault,Assault
157136,Aggravated Assault,Assault
157136,Simple Assault,Assault
157137,Intimidation,Psychological Harassment
161174,Destruction/Damage/Vandalism of Property,Assault
157138,Theft From Motor Vehicle,Burgarly or Robbery
161175,Theft From Motor Vehicle,Burgarly or Robbery
161176,Simple Assault,Assault
157139,Simple Assault,Assault
157140,Intimidation,Psychological Harassment
161177,Simple Assault,Assault
157141,Intimidation,Psychological Harassment
161178,Destruction/Damage/Vandalism of Property,Assault
161179,Aggravated Assault,Assault
161180,Aggravated Assault,Assault
157142,Simple Assault,Assault
157143,False Pretenses/Swindle/Confidence Game,"Illegal Activities, Fraud and Identity Theft"
157144,Simple Assault,Assault
157145,Destruction/Damage/Vandalism of Property,Assault
160894,Theft From Building,Burgarly or Robbery
160895,Simple Assault,Assault
160896,Credit Card/Automated Teller Machine Fraud,"Illegal Activities, Fraud and Identity Theft"
160897,Theft From Motor Vehicle,Burgarly or Robbery
161181,Intimidation,Psychological Harassment
157146,Simple Assault,Assault
157147,Destruction/Damage/Vandalism of Property,Assault
157148,Aggravated Assault,Assault
160898,Destruction/Damage/Vandalism of Property,Assault
160899,Theft From Motor Vehicle,Burgarly or Robbery
160900,Intimidation,Psychological Harassment
160901,Simple Assault,Assault
157149,Simple Assault,Assault
160902,Simple Assault,Assault
160903,Theft From Motor Vehicle,Burgarly or Robbery
160904,Robbery,Burgarly or Robbery
157150,Destruction/Damage/Vandalism of Property,Assault
157151,Destruction/Damage/Vandalism of Property,Assault
157152,Intimidation,Psychological Harassment
157153,Motor Vehicle Theft,Burgarly or Robbery
157154,Destruction/Damage/Vandalism of Property,Assault
157155,Destruction/Damage/Vandalism of Property,Assault
157156,Destruction/Damage/Vandalism of Property,Assault
157157,Motor Vehicle Theft,Burgarly or Robbery
160905,Destruction/Damage/Vandalism of Property,Assault
160906,Destruction/Damage/Vandalism of Property,Assault
160907,Simple Assault,Assault
160908,Destruction/Damage/Vandalism of Property,Assault
160909,Destruction/Damage/Vandalism of Property,Assault
160910,All Other Larceny,Other
160911,Intimidation,Psychological Harassment
160912,Theft From Motor Vehicle,Burgarly or Robbery
160913,Burglary/Breaking & Entering,Burgarly or Robbery
160914,All Other Larceny,Other
160915,Destruction/Damage/Vandalism of Property,Assault
157158,Theft From Motor Vehicle,Burgarly or Robbery
157159,Arson,Assault
160916,Theft From Motor Vehicle,Burgarly or Robbery
160917,Destruction/Damage/Vandalism of Property,Assault
157160,Destruction/Damage/Vandalism of Property,Assault
160918,Destruction/Damage/Vandalism of Property,Assault
160919,Intimidation,Psychological Harassment
160920,Intimidation,Psychological Harassment
157161,Simple Assault,Assault
157162,Destruction/Damage/Vandalism of Property,Assault
160921,Simple Assault,Assault
157163,Intimidation,Psychological Harassment
157164,Destruction/Damage/Vandalism of Property,Assault
160922,Theft From Building,Burgarly or Robbery
160923,Intimidation,Psychological Harassment
160924,Simple Assault,Assault
160925,Destruction/Damage/Vandalism of Property,Assault
157165,Aggravated Assault,Assault
160926,Intimidation,Psychological Harassment
157166,Aggravated Assault,Assault
160927,Intimidation,Psychological Harassment
160928,Intimidation,Psychological Harassment
160928,Simple Assault,Assault
157167,Intimidation,Psychological Harassment
157168,Simple Assault,Assault
160929,Simple Assault,Assault
157169,Simple Assault,Assault
157170,Simple Assault,Assault
157171,All Other Larceny,Other
157172,Simple Assault,Assault
160930,Destruction/Damage/Vandalism of Property,Assault
160931,Simple Assault,Assault
157173,Destruction/Damage/Vandalism of Property,Assault
157174,Burglary/Breaking & Entering,Burgarly or Robbery
157175,Intimidation,Psychological Harassment
157176,Destruction/Damage/Vandalism of Property,Assault
157177,Intimidation,Psychological Harassment
157178,Simple Assault,Assault
157179,Simple Assault,Assault
157180,Intimidation,Psychological Harassment
157181,Aggravated Assault,Assault
157181,Intimidation,Psychological Harassment
157182,Robbery,Burgarly or Robbery
157183,Rape,Sexual Harassment or Assault
157184,Destruction/Damage/Vandalism of Property,Assault
157185,All Other Larceny,Other
157185,Destruction/Damage/Vandalism of Property,Assault
157186,Destruction/Damage/Vandalism of Property,Assault
157187,Destruction/Damage/Vandalism of Property,Assault
157188,Simple Assault,Assault
157189,Counterfeiting/Forgery,"Illegal Activities, Fraud and Identity Theft"
157190,Aggravated Assault,Assault
157191,Simple Assault,Assault
160932,Destruction/Damage/Vandalism of Property,Assault
160933,Aggravated Assault,Assault
157192,Destruction/Damage/Vandalism of Property,Assault
157193,Theft From Motor Vehicle,Burgarly or Robbery
160934,Aggravated Assault,Assault
160935,All Other Larceny,Other
160936,Simple Assault,Assault
157194,Simple Assault,Assault
160937,Simple Assault,Assault
160938,Simple Assault,Assault
157195,Intimidation,Psychological Harassment
157196,Aggravated Assault,Assault
160939,Aggravated Assault,Assault
160940,Burglary/Breaking & Entering,Burgarly or Robbery
160940,Destruction/Damage/Vandalism of Property,Assault
160941,Destruction/Damage/Vandalism of Property,Assault
157197,Simple Assault,Assault
160942,Aggravated Assault,Assault
157198,Destruction/Damage/Vandalism of Property,Assault
160943,Destruction/Damage/Vandalism of Property,Assault
157199,Simple Assault,Assault
157200,Aggravated Assault,Assault
157201,Aggravated Assault,Assault
160944,Simple Assault,Assault
160945,Aggravated Assault,Assault
160946,Aggravated Assault,Assault
160947,Simple Assault,Assault
157202,All Other Larceny,Other
160948,Simple Assault,Assault
160949,Simple Assault,Assault
157203,All Other Larceny,Other
157083,Robbery,Burgarly or Robbery
157084,Simple Assault,Assault
157085,Simple Assault,Assault
157086,Aggravated Assault,Assault
157087,Aggravated Assault,Assault
157088,Aggravated Assault,Assault
157089,Motor Vehicle Theft,Burgarly or Robbery
157090,Burglary/Breaking & Entering,Burgarly or Robbery
157091,Theft From Motor Vehicle,Burgarly or Robbery
157092,Intimidation,Psychological Harassment
157093,Robbery,Burgarly or Robbery
157094,Destruction/Damage/Vandalism of Property,Assault
157095,Destruction/Damage/Vandalism of Property,Assault
157096,Burglary/Breaking & Entering,Burgarly or Robbery
157096,Simple Assault,Assault
157097,Robbery,Burgarly or Robbery
157098,Aggravated Assault,Assault
157099,Robbery,Burgarly or Robbery
157100,Simple Assault,Assault
157101,Burglary/Breaking & Entering,Burgarly or Robbery
157102,Intimidation,Psychological Harassment
157103,Aggravated Assault,Assault
157104,Destruction/Damage/Vandalism of Property,Assault
157105,Motor Vehicle Theft,Burgarly or Robbery
157106,Burglary/Breaking & Entering,Burgarly or Robbery
157106,Destruction/Damage/Vandalism of Property,Assault
157107,Simple Assault,Assault
157108,Aggravated Assault,Assault
157109,Aggravated Assault,Assault
157110,Aggravated Assault,Assault
157111,Robbery,Burgarly or Robbery
157112,Simple Assault,Assault
157113,Intimidation,Psychological Harassment
157114,Simple Assault,Assault
157115,Simple Assault,Assault
157116,Destruction/Damage/Vandalism of Property,Assault
157117,Simple Assault,Assault
157118,Destruction/Damage/Vandalism of Property,Assault
157119,Robbery,Burgarly or Robbery
157120,Intimidation,Psychological Harassment
157126,Destruction/Damage/Vandalism of Property,Assault
157127,Destruction/Damage/Vandalism of Property,Assault
157128,Simple Assault,Assault
161170,Aggravated Assault,Assault
161171,Intimidation,Psychological Harassment
161172,Aggravated Assault,Assault
161172,Destruction/Damage/Vandalism of Property,Assault
161173,Destruction/Damage/Vandalism of Property,Assault
161173,Simple Assault,Assault
160954,Destruction/Damage/Vandalism of Property,Assault
160955,Simple Assault,Assault
157207,Intimidation,Psychological Harassment
157208,Intimidation,Psychological Harassment
157209,Simple Assault,Assault
160956,Intimidation,Psychological Harassment
160957,Intimidation,Psychological Harassment
160958,Intimidation,Psychological Harassment
160959,Intimidation,Psychological Harassment
157210,Destruction/Damage/Vandalism of Property,Assault
160960,Destruction/Damage/Vandalism of Property,Assault
160961,Destruction/Damage/Vandalism of Property,Assault
157211,Intimidation,Psychological Harassment
157212,Destruction/Damage/Vandalism of Property,Assault
160962,Intimidation,Psychological Harassment
160963,Intimidation,Psychological Harassment
160964,Destruction/Damage/Vandalism of Property,Assault
157213,Intimidation,Psychological Harassment
157214,Destruction/Damage/Vandalism of Property,Assault
157215,Aggravated Assault,Assault
157216,Intimidation,Psychological Harassment
157217,Simple Assault,Assault
157218,Aggravated Assault,Assault
157219,Simple Assault,Assault
157220,Destruction/Damage/Vandalism of Property,Assault
157221,Intimidation,Psychological Harassment
157222,Destruction/Damage/Vandalism of Property,Assault
157223,Destruction/Damage/Vandalism of Property,Assault
157224,Aggravated Assault,Assault
157225,Intimidation,Psychological Harassment
157226,Intimidation,Psychological Harassment
160965,Intimidation,Psychological Harassment
162377,Destruction/Damage/Vandalism of Property,Assault
162378,Intimidation,Psychological Harassment
162379,Destruction/Damage/Vandalism of Property,Assault
162380,Simple Assault,Assault
162381,Destruction/Damage/Vandalism of Property,Assault
162382,Intimidation,Psychological Harassment
162383,Intimidation,Psychological Harassment
163095,Destruction/Damage/Vandalism of Property,Assault
157227,Theft From Building,Burgarly or Robbery
157228,Aggravated Assault,Assault
162384,Simple Assault,Assault
162385,Intimidation,Psychological Harassment
162386,Burglary/Breaking & Entering,Burgarly or Robbery
157229,Destruction/Damage/Vandalism of Property,Assault
162387,Intimidation,Psychological Harassment
162388,Destruction/Damage/Vandalism of Property,Assault
157230,Aggravated Assault,Assault
162389,Theft From Motor Vehicle,Burgarly or Robbery
157231,Intimidation,Psychological Harassment
157232,Theft From Building,Burgarly or Robbery
157233,Intimidation,Psychological Harassment
157234,Simple Assault,Assault
157235,Intimidation,Psychological Harassment
162390,Intimidation,Psychological Harassment
162391,Intimidation,Psychological Harassment
162392,Simple Assault,Assault
162393,Simple Assault,Assault
162394,Robbery,Burgarly or Robbery
162395,Simple Assault,Assault
162396,Intimidation,Psychological Harassment
157236,Intimidation,Psychological Harassment
157237,Simple Assault,Assault
157238,Simple Assault,Assault
162397,Simple Assault,Assault
162398,Intimidation,Psychological Harassment
162399,Simple Assault,Assault
162400,Simple Assault,Assault
162401,Simple Assault,Assault
157239,Intimidation,Psychological Harassment
157240,Intimidation,Psychological Harassment
162402,Simple Assault,Assault
157241,Intimidation,Psychological Harassment
157242,Intimidation,Psychological Harassment
162403,Intimidation,Psychological Harassment
162404,Intimidation,Psychological Harassment
162405,Intimidation,Psychological Harassment
162406,Destruction/Damage/Vandalism of Property,Assault
162407,Simple Assault,Assault
157243,Simple Assault,Assault
157244,Simple Assault,Assault
162408,Destruction/Damage/Vandalism of Property,Assault
162409,Destruction/Damage/Vandalism of Property,Assault
162410,Intimidation,Psychological Harassment
157245,Intimidation,Psychological Harassment
162411,Destruction/Damage/Vandalism of Property,Assault
157246,Intimidation,Psychological Harassment
157247,Destruction/Damage/Vandalism of Property,Assault
157248,Intimidation,Psychological Harassment
162412,Burglary/Breaking & Entering,Burgarly or Robbery
162520,Destruction/Damage/Vandalism of Property,Assault
162521,Intimidation,Psychological Harassment
157249,Motor Vehicle Theft,Burgarly or Robbery
157250,Destruction/Damage/Vandalism of Property,Assault
162522,Theft of Motor Vehicle Parts or Accessories,Burgarly or Robbery
162523,Simple Assault,Assault
162524,Simple Assault,Assault
162525,Simple Assault,Assault
157251,Destruction/Damage/Vandalism of Property,Assault
162526,Aggravated Assault,Assault
162527,Intimidation,Psychological Harassment
157252,Intimidation,Psychological Harassment
157253,Intimidation,Psychological Harassment
162528,Destruction/Damage/Vandalism of Property,Assault
157254,Destruction/Damage/Vandalism of Property,Assault
157255,Destruction/Damage/Vandalism of Property,Assault
157256,Destruction/Damage/Vandalism of Property,Assault
157257,Simple Assault,Assault
162529,Destruction/Damage/Vandalism of Property,Assault
162530,Destruction/Damage/Vandalism of Property,Assault
162531,Destruction/Damage/Vandalism of Property,Assault
162532,Destruction/Damage/Vandalism of Property,Assault
157258,Destruction/Damage/Vandalism of Property,Assault
157259,Destruction/Damage/Vandalism of Property,Assault
157260,Destruction/Damage/Vandalism of Property,Assault
157261,Destruction/Damage/Vandalism of Property,Assault
157262,Credit Card/Automated Teller Machine Fraud,"Illegal Activities, Fraud and Identity Theft"
157263,Theft From Coin-Operated Machine or Device,Burgarly or Robbery
157264,Aggravated Assault,Assault
157265,Simple Assault,Assault
157266,Simple Assault,Assault
157267,Intimidation,Psychological Harassment
162533,Intimidation,Psychological Harassment
162534,Intimidation,Psychological Harassment
162535,Intimidation,Psychological Harassment
157268,Simple Assault,Assault
162536,Intimidation,Psychological Harassment
162537,Intimidation,Psychological Harassment
157269,Destruction/Damage/Vandalism of Property,Assault
162538,Simple Assault,Assault
162539,Simple Assault,Assault
162540,Intimidation,Psychological Harassment
157270,Destruction/Damage/Vandalism of Property,Assault
157271,Destruction/Damage/Vandalism of Property,Assault
162541,Destruction/Damage/Vandalism of Property,Assault
162542,Destruction/Damage/Vandalism of Property,Assault
157272,Intimidation,Psychological Harassment
157273,Intimidation,Psychological Harassment
162543,Intimidation,Psychological Harassment
162544,Intimidation,Psychological Harassment
162545,Intimidation,Psychological Harassment
157205,All Other Larceny,Other
157205,Destruction/Damage/Vandalism of Property,Assault
157206,Simple Assault,Assault
160953,Destruction/Damage/Vandalism of Property,Assault
157204,Simple Assault,Assault
160950,All Other Larceny,Other
160951,Destruction/Damage/Vandalism of Property,Assault
160952,Simple Assault,Assault
157278,Intimidation,Psychological Harassment
157279,Simple Assault,Assault
157280,Aggravated Assault,Assault
157280,Simple Assault,Assault
157281,Simple Assault,Assault
157282,Intimidation,Psychological Harassment
157283,Aggravated Assault,Assault
157284,Intimidation,Psychological Harassment
157285,Simple Assault,Assault
157286,Intimidation,Psychological Harassment
157287,Robbery,Burgarly or Robbery
157288,Destruction/Damage/Vandalism of Property,Assault
157289,Destruction/Damage/Vandalism of Property,Assault
157290,Simple Assault,Assault
157291,Simple Assault,Assault
157292,Robbery,Burgarly or Robbery
157293,Simple Assault,Assault
157294,Simple Assault,Assault
157295,Simple Assault,Assault
157296,Robbery,Burgarly or Robbery
157297,Intimidation,Psychological Harassment
157298,Simple Assault,Assault
157299,Aggravated Assault,Assault
157300,Robbery,Burgarly or Robbery
157301,Simple Assault,Assault
157302,Aggravated Assault,Assault
157303,Destruction/Damage/Vandalism of Property,Assault
157304,Aggravated Assault,Assault
157305,Destruction/Damage/Vandalism of Property,Assault
157306,Destruction/Damage/Vandalism of Property,Assault
157307,Destruction/Damage/Vandalism of Property,Assault
157308,Robbery,Burgarly or Robbery
157309,Not Specified,Other
157310,Intimidation,Psychological Harassment
157311,Simple Assault,Assault
157312,Simple Assault,Assault
157313,Robbery,Burgarly or Robbery
157314,Destruction/Damage/Vandalism of Property,Assault
157315,Robbery,Burgarly or Robbery
157316,Simple Assault,Assault
162552,Robbery,Burgarly or Robbery
162553,Simple Assault,Assault
162554,Simple Assault,Assault
162555,Intimidation,Psychological Harassment
162664,Intimidation,Psychological Harassment
162665,Simple Assault,Assault
162666,Robbery,Burgarly or Robbery
162667,Robbery,Burgarly or Robbery
162668,Robbery,Burgarly or Robbery
162669,Simple Assault,Assault
162670,Simple Assault,Assault
162671,Simple Assault,Assault
162672,Simple Assault,Assault
162673,Intimidation,Psychological Harassment
162674,Simple Assault,Assault
162675,Intimidation,Psychological Harassment
162676,Simple Assault,Assault
162677,Simple Assault,Assault
162678,Aggravated Assault,Assault
162679,Intimidation,Psychological Harassment
162680,Simple Assault,Assault
162681,Aggravated Assault,Assault
162682,Simple Assault,Assault
162683,Simple Assault,Assault
162684,Destruction/Damage/Vandalism of Property,Assault
162685,Robbery,Burgarly or Robbery
162686,Destruction/Damage/Vandalism of Property,Assault
162687,Intimidation,Psychological Harassment
162688,Simple Assault,Assault
162689,Simple Assault,Assault
162690,Robbery,Burgarly or Robbery
162691,Robbery,Burgarly or Robbery
157317,Simple Assault,Assault
157274,Destruction/Damage/Vandalism of Property,Assault
157274,Intimidation,Psychological Harassment
162546,Destruction/Damage/Vandalism of Property,Assault
162547,Intimidation,Psychological Harassment
157275,Simple Assault,Assault
157276,Robbery,Burgarly or Robbery
162548,Intimidation,Psychological Harassment
162549,Destruction/Damage/Vandalism of Property,Assault
162550,Intimidation,Psychological Harassment
157277,Destruction/Damage/Vandalism of Property,Assault
162551,Intimidation,Psychological Harassment
157318,Destruction/Damage/Vandalism of Property,Assault
157319,Aggravated Assault,Assault
157320,Simple Assault,Assault
157321,Intimidation,Psychological Harassment
157322,Robbery,Burgarly or Robbery
157323,Simple Assault,Assault
157324,Aggravated Assault,Assault
157325,Aggravated Assault,Assault
157326,Destruction/Damage/Vandalism of Property,Assault
157327,Destruction/Damage/Vandalism of Property,Assault
157328,Destruction/Damage/Vandalism of Property,Assault
157329,Intimidation,Psychological Harassment
157330,Aggravated Assault,Assault
157331,Robbery,Burgarly or Robbery
157332,Simple Assault,Assault
157333,Intimidation,Psychological Harassment
157334,Aggravated Assault,Assault
157335,Intimidation,Psychological Harassment
157336,Intimidation,Psychological Harassment
157337,Simple Assault,Assault
157338,Aggravated Assault,Assault
157339,Destruction/Damage/Vandalism of Property,Assault
157340,Destruction/Damage/Vandalism of Property,Assault
157341,Simple Assault,Assault
157342,Aggravated Assault,Assault
157343,Destruction/Damage/Vandalism of Property,Assault
157344,Simple Assault,Assault
157345,Robbery,Burgarly or Robbery
157346,Intimidation,Psychological Harassment
157347,Intimidation,Psychological Harassment
157348,Destruction/Damage/Vandalism of Property,Assault
157349,Destruction/Damage/Vandalism of Property,Assault
157350,Destruction/Damage/Vandalism of Property,Assault
157351,Aggravated Assault,Assault
157352,Intimidation,Psychological Harassment
157353,Simple Assault,Assault
157354,Simple Assault,Assault
157355,Simple Assault,Assault
157356,Destruction/Damage/Vandalism of Property,Assault
157357,Simple Assault,Assault
157358,Destruction/Damage/Vandalism of Property,Assault
157359,Destruction/Damage/Vandalism of Property,Assault
157360,Aggravated Assault,Assault
157361,Destruction/Damage/Vandalism of Property,Assault
157362,Simple Assault,Assault
157363,Simple Assault,Assault
157364,Destruction/Damage/Vandalism of Property,Assault
157365,Simple Assault,Assault
157366,Destruction/Damage/Vandalism of Property,Assault
157367,Aggravated Assault,Assault
157368,Aggravated Assault,Assault
157369,Destruction/Damage/Vandalism of Property,Assault
157370,Destruction/Damage/Vandalism of Property,Assault
157371,Simple Assault,Assault
157372,Aggravated Assault,Assault
157373,Aggravated Assault,Assault
157374,Aggravated Assault,Assault
157375,Aggravated Assault,Assault
157376,Destruction/Damage/Vandalism of Property,Assault
157377,Destruction/Damage/Vandalism of Property,Assault
157378,Intimidation,Psychological Harassment
157379,Burglary/Breaking & Entering,Burgarly or Robbery
157380,Simple Assault,Assault
157381,Destruction/Damage/Vandalism of Property,Assault
157382,Simple Assault,Assault
157383,Destruction/Damage/Vandalism of Property,Assault
157384,Destruction/Damage/Vandalism of Property,Assault
157385,Destruction/Damage/Vandalism of Property,Assault
157386,Destruction/Damage/Vandalism of Property,Assault
157387,Intimidation,Psychological Harassment
157388,Aggravated Assault,Assault
157389,Simple Assault,Assault
157390,Destruction/Damage/Vandalism of Property,Assault
157391,Simple Assault,Assault
157392,Murder and Nonnegligent Manslaughter,Murder or Manslaughter
157393,Aggravated Assault,Assault
157394,Destruction/Damage/Vandalism of Property,Assault
157395,Simple Assault,Assault
157396,Aggravated Assault,Assault
157397,Aggravated Assault,Assault
157398,Simple Assault,Assault
157399,Simple Assault,Assault
157400,Simple Assault,Assault
157401,Intimidation,Psychological Harassment
157402,Aggravated Assault,Assault
157403,Simple Assault,Assault
157404,Aggravated Assault,Assault
157405,Aggravated Assault,Assault
157406,Destruction/Damage/Vandalism of Property,Assault
157407,Destruction/Damage/Vandalism of Property,Assault
157408,Destruction/Damage/Vandalism of Property,Assault
157409,Simple Assault,Assault
157410,Destruction/Damage/Vandalism of Property,Assault
157411,Simple Assault,Assault
157412,Destruction/Damage/Vandalism of Property,Assault
157413,Destruction/Damage/Vandalism of Property,Assault
157414,Destruction/Damage/Vandalism of Property,Assault
157415,Burglary/Breaking & Entering,Burgarly or Robbery
157416,Aggravated Assault,Assault
157417,Destruction/Damage/Vandalism of Property,Assault
157418,Aggravated Assault,Assault
157419,Aggravated Assault,Assault
157420,Simple Assault,Assault
162692,Simple Assault,Assault
157421,Aggravated Assault,Assault
162693,Robbery,Burgarly or Robbery
162694,Aggravated Assault,Assault
162695,Simple Assault,Assault
157422,Destruction/Damage/Vandalism of Property,Assault
162696,Destruction/Damage/Vandalism of Property,Assault
162697,Burglary/Breaking & Entering,Burgarly or Robbery
157423,Destruction/Damage/Vandalism of Property,Assault
157424,Intimidation,Psychological Harassment
162698,Simple Assault,Assault
162699,Intimidation,Psychological Harassment
157425,Intimidation,Psychological Harassment
162808,Destruction/Damage/Vandalism of Property,Assault
162809,Destruction/Damage/Vandalism of Property,Assault
157426,Simple Assault,Assault
157427,Aggravated Assault,Assault
162810,Simple Assault,Assault
162811,Aggravated Assault,Assault
162812,Destruction/Damage/Vandalism of Property,Assault
157428,Destruction/Damage/Vandalism of Property,Assault
162813,Destruction/Damage/Vandalism of Property,Assault
157429,Simple Assault,Assault
162814,Simple Assault,Assault
157430,Intimidation,Psychological Harassment
162815,Destruction/Damage/Vandalism of Property,Assault
157431,Intimidation,Psychological Harassment
157432,Destruction/Damage/Vandalism of Property,Assault
157433,Arson,Assault
157434,Destruction/Damage/Vandalism of Property,Assault
157435,Intimidation,Psychological Harassment
157436,Simple Assault,Assault
157437,Destruction/Damage/Vandalism of Property,Assault
157438,Simple Assault,Assault
157439,Intimidation,Psychological Harassment
157440,Aggravated Assault,Assault
157441,Destruction/Damage/Vandalism of Property,Assault
157442,Aggravated Assault,Assault
157443,Destruction/Damage/Vandalism of Property,Assault
157444,Intimidation,Psychological Harassment
157445,Intimidation,Psychological Harassment
157446,Simple Assault,Assault
157447,Simple Assault,Assault
157448,Destruction/Damage/Vandalism of Property,Assault
157449,Destruction/Damage/Vandalism of Property,Assault
157450,Destruction/Damage/Vandalism of Property,Assault
157451,Aggravated Assault,Assault
157452,Simple Assault,Assault
157453,Intimidation,Psychological Harassment
157454,Intimidation,Psychological Harassment
157455,Intimidation,Psychological Harassment
157456,Simple Assault,Assault
157457,Aggravated Assault,Assault
157458,Intimidation,Psychological Harassment
157471,Intimidation,Psychological Harassment
157472,Simple Assault,Assault
157473,Simple Assault,Assault
157474,Intimidation,Psychological Harassment
157475,Destruction/Damage/Vandalism of Property,Assault
157476,Destruction/Damage/Vandalism of Property,Assault
157477,Intimidation,Psychological Harassment
157478,Intimidation,Psychological Harassment
157630,Destruction/Damage/Vandalism of Property,Assault
157631,Intimidation,Psychological Harassment
